u_g,g_r,r_i,i_z
1.913717999999999364e+00,7.575830000000003395e-01,2.327669999999990580e-01,7.609200000000271302e-02
1.445114000000000232e+00,5.563609999999989952e-01,1.655830000000015900e-01,4.515699999999789327e-02
1.191959000000000657e+00,4.908279999999969334e-01,1.604930000000024393e-01,6.855200000000039040e-02
1.199733999999999412e+00,4.935229999999997119e-01,1.813830000000002940e-01,9.517100000000056070e-02
2.287918000000004781e+00,8.947999999999964871e-01,3.608080000000004617e-01,1.980450000000004707e-01
1.412694000000000116e+00,4.877209999999987389e-01,2.032239999999987390e-01,7.405500000000309058e-02
1.052206000000001751e+00,4.555100000000003035e-01,7.696699999999978559e-02,7.196800000000180830e-02
2.123266000000000986e+00,9.088840000000004693e-01,2.624719999999989284e-01,1.773950000000006355e-01
1.798028999999999655e+00,6.622859999999981540e-01,2.207189999999989993e-01,1.144810000000013872e-01
1.083546999999999372e+00,3.417720000000024072e-01,1.380389999999955819e-01,7.273300000000304522e-02
9.611130000000009943e-01,2.947349999999993031e-01,1.299570000000009884e-01,3.279299999999807369e-02
1.949750000000030070e-01,1.271799999999956299e-02,3.868259999999992260e-01,-9.010499999999765919e-02
8.795279999999969789e-01,2.035809999999997899e-01,7.842400000000182558e-02,-4.613499999999959300e-02
1.498320999999997127e+00,5.828540000000010934e-01,1.862479999999990810e-01,7.593200000000166483e-02
1.052855000000000985e+00,4.171689999999976806e-01,2.247389999999995780e-01,3.456000000000258865e-02
2.251970000000014238e-01,2.835900000000002308e-01,1.527159999999980755e-01,4.505300000000289629e-02
1.256142000000004089e+00,4.951019999999992649e-01,2.222369999999962431e-01,-1.203399999999632541e-02
8.267379999999988627e-01,2.881109999999971194e-01,1.227410000000013213e-01,-1.496699999999862030e-02
1.109533000000002545e+00,4.312919999999991205e-01,2.355079999999993845e-01,-9.651599999999760371e-02
1.378911999999999694e+00,6.275820000000003063e-01,2.360369999999996082e-01,6.946699999999950137e-02
7.303069999999998174e-01,2.848570000000023583e-01,7.396099999999705688e-02,7.768999999999692818e-03
8.196910000000023899e-01,2.673809999999967602e-01,1.478670000000015250e-01,-4.810900000000017940e-02
8.422199999999975262e-01,4.107039999999990698e-01,1.968589999999998952e-01,-1.459099999999935449e-02
1.478191999999999950e+00,5.232660000000031175e-01,1.600129999999957420e-01,9.193600000000046180e-02
1.181490000000003704e+00,4.119069999999975806e-01,1.371219999999997441e-01,4.383100000000084151e-02
1.547197000000000600e+00,5.600559999999994432e-01,1.779950000000010135e-01,8.574199999999976285e-02
8.926280000000019754e-01,1.929569999999962704e-01,2.863100000000429191e-02,8.413299999999779288e-02
1.109233999999997167e+00,4.451350000000005025e-01,2.183209999999995432e-01,8.614000000000388013e-02
1.279595000000000482e+00,5.569869999999994548e-01,2.416209999999985314e-01,6.107600000000346085e-02
1.439965000000000828e+00,5.688129999999986808e-01,1.844649999999994350e-01,1.588289999999972224e-01
9.878330000000019595e-01,3.731059999999999377e-01,1.638169999999981030e-01,4.229100000000229898e-02
1.598359999999985348e-01,3.200820000000028642e-01,-3.271499999999960551e-02,-8.568999999999959982e-02
1.334265000000002033e+00,4.676699999999982538e-01,2.347570000000018808e-01,7.313500000000061618e-02
1.486156000000001143e+00,6.317640000000004363e-01,2.482179999999996056e-01,1.464610000000003964e-01
7.581709999999972638e-01,2.712970000000005655e-01,1.261870000000016034e-01,1.130230000000018720e-01
1.963519999999999044e+00,7.920319999999989591e-01,2.891390000000022553e-01,1.226409999999980016e-01
1.830261000000000138e+00,7.369610000000008654e-01,2.493280000000002161e-01,1.104459999999978237e-01
1.353721000000003727e+00,4.535639999999983019e-01,2.119320000000008974e-01,4.571999999999576403e-03
1.101047999999998694e+00,4.424020000000012942e-01,1.375059999999983518e-01,4.885499999999964871e-02
1.212869999999998782e+00,5.639760000000002549e-01,1.908150000000006230e-01,9.556399999999953820e-02
1.069217000000001860e+00,2.635059999999995739e-01,9.689000000000191903e-02,-6.139200000000144541e-02
4.766419999999982338e-01,8.679800000000170712e-02,2.660850000000003490e-01,9.469999999999956231e-02
2.384218000000004167e+00,1.101416999999997870e+00,3.956969999999984111e-01,2.381650000000021805e-01
8.655280000000011853e-01,3.191349999999957276e-01,1.320980000000027133e-01,6.124299999999749389e-02
7.855450000000026023e-01,3.571109999999997342e-01,1.107639999999996405e-01,3.324899999999786360e-02
8.598640000000017380e-01,3.245460000000015555e-01,1.661420000000006780e-01,-1.884800000000197429e-02
1.591258999999997314e+00,6.672790000000006216e-01,2.181740000000012003e-01,1.399529999999984398e-01
9.756380000000000052e-01,4.150840000000002306e-01,1.220120000000015636e-01,9.806799999999782358e-02
1.527554000000002077e+00,5.916539999999983479e-01,2.239949999999986119e-01,8.303000000000437808e-02
2.239059999999994943e-01,5.246899999999854458e-02,2.605530000000015889e-01,-3.537300000000342948e-02
9.011099999999672150e-02,1.657880000000027110e-01,-1.295619999999999550e-01,9.624299999999763600e-02
1.051178000000000168e+00,4.109940000000023019e-01,1.124489999999980228e-01,5.164200000000107593e-02
1.692820999999998577e+00,6.595070000000013977e-01,1.901879999999991355e-01,8.434300000000050090e-02
1.369850000000003121e+00,5.201029999999988718e-01,1.407419999999994786e-01,9.801799999999971647e-02
2.458881000000001649e+00,1.071976999999996849e+00,3.446309999999996876e-01,2.327080000000023574e-01
2.281216000000000577e+00,1.092365000000000919e+00,-6.412300000000215050e-02,6.076410000000009859e-01
1.043193999999999733e+00,5.277760000000029095e-01,2.137320000000002551e-01,1.050089999999990198e-01
9.863679999999988013e-01,3.549770000000016523e-01,9.105299999999871829e-02,9.433399999999991792e-02
2.328260000000028640e-01,1.591319999999996071e-01,7.354300000000080217e-02,1.462310000000002219e-01
1.012813999999998771e+00,4.850309999999993238e-01,1.895179999999996312e-01,4.820400000000191199e-02
9.227169999999986771e-01,2.741690000000005512e-01,7.032099999999985585e-02,1.579100000000011050e-02
2.541125999999998442e+00,1.378090000000000259e+00,6.349180000000025359e-01,3.444099999999998829e-01
2.498744999999999550e+00,1.110210999999999615e+00,4.515949999999975262e-01,2.123370000000015523e-01
8.946189999999987208e-01,2.624700000000004252e-01,1.182560000000023592e-01,-4.557400000000200180e-02
1.386611000000000260e+00,5.064650000000021635e-01,1.413609999999980715e-01,3.018900000000179773e-02
9.555100000000003035e-01,3.071060000000009893e-01,9.172799999999980969e-02,1.954099999999669990e-02
9.893570000000018183e-01,3.635119999999982809e-01,1.032760000000010336e-01,2.764000000002653223e-03
2.094056999999999391e+00,8.213979999999985182e-01,2.741450000000025256e-01,1.781599999999965434e-01
1.036895999999998708e+00,3.932229999999989900e-01,1.093500000000027228e-01,1.237099999999813349e-02
1.338082999999997469e+00,4.625690000000020063e-01,1.791529999999994516e-01,2.215799999999745751e-02
9.253140000000001919e-01,4.700509999999979982e-01,1.328640000000014254e-01,5.938299999999685497e-02
9.010959999999990089e-01,3.475059999999992044e-01,1.195880000000002497e-01,4.025899999999893453e-02
1.920501000000001568e+00,7.410259999999997405e-01,2.734759999999987201e-01,1.716460000000026298e-01
8.919120000000013704e-01,2.269819999999995730e-01,1.219660000000004629e-01,5.135299999999887177e-02
7.844869999999986021e-01,3.608860000000007062e-01,9.421499999999838337e-02,5.113199999999906709e-02
9.164759999999994022e-01,2.864299999999992963e-01,1.038929999999993470e-01,3.174399999999977240e-02
8.946630000000013183e-01,2.995380000000018583e-01,1.630919999999989045e-01,-8.485100000000045384e-02
1.075830999999999094e+00,4.062250000000009464e-01,9.719600000000205853e-02,1.011799999999851707e-02
1.119704000000002253e+00,4.237499999999982947e-01,1.128970000000002472e-01,7.254000000001425974e-03
9.830299999999994043e-01,3.447340000000025384e-01,1.096209999999970819e-01,3.510100000000093701e-02
2.527812999999998311e+00,1.264247999999998484e+00,5.112909999999999400e-01,3.230960000000031584e-01
2.644171000000000049e+00,1.249204999999999899e+00,5.014820000000028699e-01,2.852569999999996497e-01
9.076979999999998938e-01,3.111950000000014427e-01,9.027499999999832880e-02,-2.666900000000005377e-02
1.173195999999999017e+00,4.405820000000009173e-01,1.016650000000005605e-01,1.891499999999801673e-02
2.074854999999999450e+00,7.591629999999973677e-01,2.529690000000019978e-01,9.420200000000100715e-02
3.793929999999967606e-01,2.146570000000025402e-01,3.126139999999999475e-01,5.965199999999981628e-02
9.509139999999973725e-01,3.516030000000007760e-01,1.265479999999996608e-01,1.522100000000037312e-02
2.134931999999999164e+00,8.518500000000024386e-01,2.894809999999985450e-01,1.531020000000005155e-01
1.066690999999998724e+00,3.825970000000005200e-01,1.011769999999998504e-01,2.824999999999988631e-02
9.602510000000030743e-01,3.909849999999970294e-01,9.950500000000062073e-02,4.607700000000036766e-02
1.066082000000001528e+00,3.514459999999992590e-01,1.198460000000025616e-01,3.939099999999839952e-02
1.220466999999999302e+00,4.490450000000016928e-01,1.158730000000005589e-01,9.020800000000051000e-02
9.037529999999982522e-01,2.692170000000011498e-01,4.482599999999692386e-02,2.262200000000191835e-02
1.448147000000002294e+00,5.430279999999996221e-01,1.821799999999988984e-01,1.171989999999993870e-01
1.197020000000001971e+00,4.295879999999989707e-01,1.617110000000003822e-01,4.665499999999767056e-02
1.504049999999999443e+00,5.421410000000008722e-01,1.457019999999964455e-01,7.573900000000222121e-02
8.220859999999987622e-01,2.708420000000018035e-01,1.050889999999995439e-01,6.749999999975386800e-04
9.805010000000002890e-01,3.725359999999966476e-01,1.975070000000016535e-01,-4.248600000000024579e-02
9.473739999999963857e-01,2.852740000000011378e-01,1.242049999999998988e-01,-7.298999999999722377e-03
1.067845999999999407e+00,3.205379999999991014e-01,1.028380000000019834e-01,-3.718300000000240857e-02
1.098876000000000630e+00,2.792850000000015598e-01,1.206719999999954496e-01,-3.638999999999725787e-03
1.050271999999999650e+00,5.211600000000160549e-02,-2.772500000000022169e-02,-1.359599999999971942e-02
9.363719999999986499e-01,2.623519999999999186e-01,1.353920000000030655e-01,-1.033330000000027837e-01
6.822419999999986828e-01,6.868900000000266459e-02,1.522299999999994213e-01,4.176730000000006271e-01
8.917600000000192040e-02,5.254199999999897841e-02,1.857629999999979020e-01,2.640619999999991308e-01
1.304486999999998176e+00,5.685000000000002274e-01,1.816870000000001539e-01,1.182170000000013488e-01
1.568712000000004991e+00,5.636919999999960851e-01,2.068370000000001596e-01,6.200500000000275236e-02
2.381160999999998751e+00,1.104012000000000882e+00,5.456650000000031753e-01,3.226739999999992392e-01
1.642203999999999553e+00,6.128479999999978389e-01,1.459570000000010026e-01,7.806700000000255102e-02
8.951339999999987640e-01,2.991790000000023042e-01,2.998799999999945953e-02,2.732999999999208285e-03
1.200222000000000122e+00,4.621980000000007749e-01,1.021500000000017394e-01,4.525799999999691181e-02
2.016702999999999690e+00,7.194620000000018223e-01,2.312209999999979004e-01,8.193500000000142336e-02
1.818402000000002516e+00,7.247179999999993072e-01,2.750779999999988235e-01,9.976799999999919066e-02
1.013032999999996520e+00,4.401089999999996394e-01,1.761680000000005464e-01,8.819200000000293471e-02
1.335495000000001653e+00,4.835060000000019897e-01,2.185989999999975453e-01,5.366499999999874149e-02
1.067377000000004017e+00,3.197019999999994866e-01,1.390539999999980125e-01,2.119799999999827378e-02
8.278159999999985530e-01,3.913670000000024629e-01,8.088799999999807255e-02,6.767100000000070281e-02
1.352386000000002753e+00,6.084800000000001319e-01,1.673189999999991073e-01,1.023770000000006064e-01
8.494130000000019720e-01,2.760039999999968074e-01,3.411500000000344812e-02,5.104700000000050863e-02
9.300669999999975346e-01,3.124369999999991876e-01,1.048930000000041218e-01,5.780399999999730198e-02
1.004784999999998263e+00,3.926049999999996487e-01,7.640100000000060732e-02,4.110700000000022669e-02
9.280989999999995632e-01,3.965610000000019397e-01,1.546060000000011314e-01,4.802299999999704028e-02
1.315021000000001550e+00,5.598069999999957247e-01,2.422520000000041307e-01,1.357459999999974798e-01
1.417495999999999867e+00,5.665700000000022385e-01,1.797659999999972058e-01,3.131070000000022446e-01
2.625139999999994700e-01,3.212070000000011305e-01,1.746199999999831221e-02,-8.564199999999999591e-02
1.009807999999999595e+00,3.449890000000017665e-01,9.230600000000066530e-02,5.514799999999908664e-02
1.551862999999997328e+00,6.222400000000014586e-01,2.568510000000010507e-01,5.341899999999810689e-02
9.527489999999971815e-01,2.961790000000021905e-01,8.960100000000181808e-02,-2.025800000000188561e-02
1.029089000000002585e+00,5.207189999999997099e-01,2.120479999999993481e-01,1.254799999999995919e-01
1.141707999999997725e+00,4.106790000000017926e-01,1.553269999999997708e-01,-2.804400000000129012e-02
1.467634000000000327e+00,4.884450000000022385e-01,1.297880000000013467e-01,4.930599999999785155e-02
1.523282000000001801e+00,6.439780000000006055e-01,1.947299999999962949e-01,1.137220000000027653e-01
9.983890000000030795e-01,3.453649999999974796e-01,1.091100000000011505e-01,7.877000000000222713e-02
1.010995000000001198e+00,4.792480000000018947e-01,1.957959999999978606e-01,1.132460000000001799e-01
5.768049999999966815e-01,3.212660000000013838e-01,1.156980000000018549e-01,2.612699999999890110e-02
1.882093000000004679e+00,7.013549999999959539e-01,2.213360000000008654e-01,9.429199999999937631e-02
1.607401000000002966e+00,6.448729999999969209e-01,2.452059999999995910e-01,9.566700000000238902e-02
1.146950000000000358e+00,7.704999999997852456e-03,-6.220199999999920237e-02,-3.955700000000206273e-02
1.602812000000000126e+00,6.301189999999969871e-01,2.259140000000030568e-01,6.082999999999927354e-02
1.249702000000002755e+00,4.995689999999974873e-01,1.748450000000012494e-01,7.199800000000067257e-02
8.346599999999995134e-01,3.429350000000006560e-01,1.653869999999990625e-01,-6.175999999996406586e-03
9.908430000000016946e-01,3.481769999999997367e-01,1.479430000000014900e-01,4.613899999999659940e-02
2.524398999999998949e+00,1.314989000000004182e+00,6.277399999999975222e-01,3.220040000000015112e-01
9.423099999999955401e-01,3.532890000000037389e-01,1.264719999999996958e-01,-8.600000000313912096e-05
1.692148999999997017e+00,6.278870000000047469e-01,2.316859999999962838e-01,4.317800000000104887e-02
7.800939999999982888e-01,3.354059999999989827e-01,7.968500000000133809e-02,9.012799999999998590e-02
9.076230000000009568e-01,2.759929999999961581e-01,7.634799999999941633e-02,3.608000000003386276e-03
1.065426000000002205e+00,4.758570000000013067e-01,1.777419999999985123e-01,8.107699999999695706e-02
1.511496999999998536e+00,5.040930000000010125e-01,1.426989999999985770e-01,8.994000000000212935e-02
1.235766000000001696e+00,4.503299999999974546e-01,2.128510000000005675e-01,3.887399999999985312e-02
2.044166999999998069e+00,7.915489999999998361e-01,3.322050000000018599e-01,1.008429999999993498e-01
9.599300000000035027e-01,3.407559999999989486e-01,1.431979999999981601e-01,-2.201999999999770807e-02
2.383244000000001250e+00,1.093482999999999095e+00,3.773020000000002483e-01,2.023479999999970858e-01
9.565699999999992542e-01,3.485049999999993986e-01,1.208589999999993836e-01,4.006500000000201567e-02
1.154147999999999286e+00,4.137950000000003570e-01,1.291790000000005989e-01,5.601700000000064961e-02
8.802410000000016055e-01,2.183459999999985968e-01,6.141000000000040870e-02,-4.771399999999914598e-02
4.469870000000000232e-01,1.463610000000024058e-01,-1.320300000000429463e-02,2.633670000000023492e-01
2.358788000000000551e+00,1.048355000000000814e+00,4.954080000000011808e-01,1.765199999999982339e-01
2.400794999999998680e+00,1.001659000000003630e+00,3.936099999999971288e-01,1.963450000000008799e-01
2.267424000000001882e+00,1.047425999999997970e+00,4.401970000000012817e-01,2.414190000000004943e-01
